MODEL_ID,SOURCE,BASE,METHOD,EVAL_SUB_DIR,STEER_SUB_DIR,N,REPS,STEERING_METHOD,topk,data_path_query,_row_idx,jp_rating,fluency_rating,relevance_rating,jp_pass
gemma-3-12b-it,paragraph-single,sentence,atp,paragraph-long_eval,paragraph-single_steer,8,targeted,steer,1.0,Please give a one sentence summary of The Forever War,0,5,2,2,True
gemma-3-12b-it,paragraph-single,sentence,atp,paragraph-long_eval,paragraph-single_steer,8,targeted,steer,1.0,Please give a one sentence summary of Old Man's War,0,5,2,2,True
gemma-3-12b-it,paragraph-single,sentence,atp,paragraph-long_eval,paragraph-single_steer,8,targeted,steer,1.0,Please give a one sentence summary of Ringworld,0,4,2,2,False
gemma-3-12b-it,paragraph-single,sentence,atp,paragraph-long_eval,paragraph-single_steer,8,targeted,steer,1.0,Please give a one sentence summary of Rendezvous with Rama,0,5,2,2,True
gemma-3-12b-it,paragraph-single,sentence,atp,paragraph-long_eval,paragraph-single_steer,8,targeted,steer,1.0,Please give a one sentence summary of Childhood's End,0,5,2,2,True
gemma-3-12b-it,paragraph-single,sentence,atp,paragraph-long_eval,paragraph-single_steer,8,targeted,steer,1.0,Please give a one sentence summary of 2001: A Space Odyssey,0,5,2,2,True
gemma-3-12b-it,paragraph-single,sentence,atp,paragraph-long_eval,paragraph-single_steer,8,targeted,steer,1.0,Please give a one sentence summary of Do Androids Dream of Electric Sheep?,0,5,1,2,True
gemma-3-12b-it,paragraph-single,sentence,atp,paragraph-long_eval,paragraph-single_steer,8,targeted,steer,1.0,Please give a one sentence summary of A Scanner Darkly,0,5,2,2,True
gemma-3-12b-it,paragraph-single,sentence,atp,paragraph-long_eval,paragraph-single_steer,8,targeted,steer,1.0,Please give a one sentence summary of Stranger in a Strange Land,0,5,2,2,True
gemma-3-12b-it,paragraph-single,sentence,atp,paragraph-long_eval,paragraph-single_steer,8,targeted,steer,1.0,Please give a one sentence summary of Starship Troopers,0,5,2,2,True
gemma-3-12b-it,paragraph-single,sentence,atp,paragraph-long_eval,paragraph-single_steer,8,targeted,steer,1.0,Please give a one sentence summary of A Canticle for Leibowitz,0,5,1,2,True
gemma-3-12b-it,paragraph-single,sentence,atp,paragraph-long_eval,paragraph-single_steer,8,targeted,steer,1.0,Please give a one sentence summary of The Dispossessed,0,4,2,2,False
gemma-3-12b-it,paragraph-single,sentence,atp,paragraph-long_eval,paragraph-single_steer,8,targeted,steer,1.0,Please give a one sentence summary of The Diamond Age,0,5,2,2,True
gemma-3-12b-it,paragraph-single,sentence,atp,paragraph-long_eval,paragraph-single_steer,8,targeted,steer,1.0,Please give a one sentence summary of Anathem,0,5,2,2,True
gemma-3-12b-it,paragraph-single,sentence,atp,paragraph-long_eval,paragraph-single_steer,8,targeted,steer,1.0,Please give a one sentence summary of Altered Carbon,0,5,1,2,True
gemma-3-12b-it,paragraph-single,sentence,atp,paragraph-long_eval,paragraph-single_steer,8,targeted,steer,1.0,Please give a one sentence summary of The Three-Body Problem,0,4,2,2,False
gemma-3-12b-it,paragraph-single,sentence,atp,paragraph-long_eval,paragraph-single_steer,8,targeted,steer,1.0,Please give a one sentence summary of The Dark Forest,0,5,2,2,True
gemma-3-12b-it,paragraph-single,sentence,atp,paragraph-long_eval,paragraph-single_steer,8,targeted,steer,1.0,Please give a one sentence summary of Red Rising,0,4,2,2,False
gemma-3-12b-it,paragraph-single,sentence,atp,paragraph-long_eval,paragraph-single_steer,8,targeted,steer,1.0,Please give a one sentence summary of Leviathan Wakes,0,5,2,2,True
gemma-3-12b-it,paragraph-single,sentence,atp,paragraph-long_eval,paragraph-single_steer,8,targeted,steer,1.0,Please give a one sentence summary of Gideon the Ninth,0,5,2,2,True
gemma-3-12b-it,paragraph-single,sentence,atp,paragraph-long_eval,paragraph-single_steer,8,targeted,steer,1.0,Please give a one sentence summary of A Memory Called Empire,0,4,2,2,False
gemma-3-12b-it,paragraph-single,sentence,atp,paragraph-long_eval,paragraph-single_steer,8,targeted,steer,1.0,Please give a one sentence summary of Project Hail Mary,0,4,1,2,False
gemma-3-12b-it,paragraph-single,sentence,atp,paragraph-long_eval,paragraph-single_steer,8,targeted,steer,1.0,Please give a one sentence summary of The Power,0,1,2,0,False
gemma-3-12b-it,paragraph-single,sentence,atp,paragraph-long_eval,paragraph-single_steer,8,targeted,steer,1.0,Please give a one sentence summary of Station Eleven,0,4,2,2,False
gemma-3-12b-it,paragraph-single,sentence,atp,paragraph-long_eval,paragraph-single_steer,8,targeted,steer,1.0,Please give a one sentence summary of The Andromeda Strain,0,5,2,2,True
gemma-3-12b-it,paragraph-single,sentence,atp,paragraph-long_eval,paragraph-single_steer,8,targeted,steer,1.0,Please give a one sentence summary of Sphere,0,5,2,0,True
gemma-3-12b-it,paragraph-single,sentence,atp,paragraph-long_eval,paragraph-single_steer,8,targeted,steer,1.0,Please give a one sentence summary of Annihilation,0,4,2,2,False
gemma-3-12b-it,paragraph-single,sentence,atp,paragraph-long_eval,paragraph-single_steer,8,targeted,steer,1.0,Please give a one sentence summary of Roadside Picnic,0,5,2,2,True
gemma-3-12b-it,paragraph-single,sentence,atp,paragraph-long_eval,paragraph-single_steer,8,targeted,steer,1.0,Please give a one sentence summary of The Long Way to a Small Angry Planet,0,5,2,2,True
gemma-3-12b-it,paragraph-single,sentence,atp,paragraph-long_eval,paragraph-single_steer,8,targeted,steer,1.0,Please give a one sentence summary of Harry Potter and the Chamber of Secrets,0,5,2,2,True
gemma-3-12b-it,paragraph-single,sentence,atp,paragraph-long_eval,paragraph-single_steer,8,targeted,steer,1.0,Please give a one sentence summary of Harry Potter and the Goblet of Fire,0,4,1,2,False
gemma-3-12b-it,paragraph-single,sentence,atp,paragraph-long_eval,paragraph-single_steer,8,targeted,steer,1.0,Please give a one sentence summary of Harry Potter and the Order of the Phoenix,0,4,2,2,False
