model,family,task,localization,eval_mode,metric,arm,seed,method,topk,accuracy,best_steering_factor
gemma-3-12b-it,verse,from_verse-long_to_prose,long-form,long,w_rf,layer-matched,0.0,randomlayer-s0,1.0,0.8,1.0
gemma-3-12b-it,verse,from_verse-long_to_prose,long-form,single,wo_rf,real,,atp,0.01,0.06,10.0
gemma-3-12b-it,verse,from_verse-long_to_prose,long-form,single,wo_rf,real,,atp,0.03,0.22,10.0
gemma-3-12b-it,verse,from_verse-long_to_prose,long-form,single,wo_rf,real,,atp,0.05,0.52,6.0
gemma-3-12b-it,verse,from_verse-long_to_prose,long-form,single,wo_rf,real,,atp,0.07,0.72,4.0
gemma-3-12b-it,verse,from_verse-long_to_prose,long-form,single,wo_rf,real,,atp,0.09,0.56,4.0
gemma-3-12b-it,verse,from_verse-long_to_prose,long-form,single,wo_rf,real,,atp,0.1,0.48,4.0
gemma-3-12b-it,verse,from_verse-long_to_prose,long-form,single,wo_rf,real,,atp,0.5,0.68,2.0
gemma-3-12b-it,verse,from_verse-long_to_prose,long-form,single,wo_rf,real,,atp,1.0,0.62,1.0
gemma-3-12b-it,verse,from_verse-long_to_prose,long-form,single,wo_rf,uniform,0.0,random-s0,0.01,0.0,1.0
gemma-3-12b-it,verse,from_verse-long_to_prose,long-form,single,wo_rf,uniform,0.0,random-s0,0.03,0.0,1.0
gemma-3-12b-it,verse,from_verse-long_to_prose,long-form,single,wo_rf,uniform,0.0,random-s0,0.05,0.08,10.0
gemma-3-12b-it,verse,from_verse-long_to_prose,long-form,single,wo_rf,uniform,0.0,random-s0,0.07,0.3,10.0
gemma-3-12b-it,verse,from_verse-long_to_prose,long-form,single,wo_rf,uniform,0.0,random-s0,0.09,0.3,10.0
gemma-3-12b-it,verse,from_verse-long_to_prose,long-form,single,wo_rf,uniform,0.0,random-s0,0.1,0.32,8.0
gemma-3-12b-it,verse,from_verse-long_to_prose,long-form,single,wo_rf,uniform,0.0,random-s0,0.5,0.52,2.0
gemma-3-12b-it,verse,from_verse-long_to_prose,long-form,single,wo_rf,uniform,0.0,random-s0,1.0,0.62,1.0
gemma-3-12b-it,verse,from_verse-long_to_prose,long-form,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.01,0.02,4.0
gemma-3-12b-it,verse,from_verse-long_to_prose,long-form,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.03,0.08,8.0
gemma-3-12b-it,verse,from_verse-long_to_prose,long-form,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.05,0.52,4.0
gemma-3-12b-it,verse,from_verse-long_to_prose,long-form,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.07,0.56,5.0
gemma-3-12b-it,verse,from_verse-long_to_prose,long-form,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.09,0.54,4.0
gemma-3-12b-it,verse,from_verse-long_to_prose,long-form,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.1,0.46,2.0
gemma-3-12b-it,verse,from_verse-long_to_prose,long-form,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.5,0.54,2.0
gemma-3-12b-it,verse,from_verse-long_to_prose,long-form,single,wo_rf,layer-matched,0.0,randomlayer-s0,1.0,0.62,1.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,long,w_rf,real,,atp,0.01,0.08,5.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,long,w_rf,real,,atp,0.03,0.1,4.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,long,w_rf,real,,atp,0.05,0.12,10.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,long,w_rf,real,,atp,0.07,0.2,8.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,long,w_rf,real,,atp,0.09,0.5,10.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,long,w_rf,real,,atp,0.1,0.44,10.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,long,w_rf,real,,atp,0.5,0.88,2.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,long,w_rf,real,,atp,1.0,0.8,1.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,long,w_rf,uniform,0.0,random-s0,0.01,0.08,2.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,long,w_rf,uniform,0.0,random-s0,0.03,0.1,6.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,long,w_rf,uniform,0.0,random-s0,0.05,0.1,5.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,long,w_rf,uniform,0.0,random-s0,0.07,0.1,8.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,long,w_rf,uniform,0.0,random-s0,0.09,0.12,10.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,long,w_rf,uniform,0.0,random-s0,0.1,0.52,10.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,long,w_rf,uniform,0.0,random-s0,0.5,0.86,4.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,long,w_rf,uniform,0.0,random-s0,1.0,0.8,1.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,long,w_rf,layer-matched,0.0,randomlayer-s0,0.01,0.1,5.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,long,w_rf,layer-matched,0.0,randomlayer-s0,0.03,0.06,1.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,long,w_rf,layer-matched,0.0,randomlayer-s0,0.05,0.1,6.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,long,w_rf,layer-matched,0.0,randomlayer-s0,0.07,0.16,10.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,long,w_rf,layer-matched,0.0,randomlayer-s0,0.09,0.68,10.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,long,w_rf,layer-matched,0.0,randomlayer-s0,0.1,0.32,8.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,long,w_rf,layer-matched,0.0,randomlayer-s0,0.5,0.86,2.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,long,w_rf,layer-matched,0.0,randomlayer-s0,1.0,0.8,1.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,single,wo_rf,real,,atp,0.01,0.02,5.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,single,wo_rf,real,,atp,0.03,0.42,10.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,single,wo_rf,real,,atp,0.05,0.46,8.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,single,wo_rf,real,,atp,0.07,0.58,6.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,single,wo_rf,real,,atp,0.09,0.5,4.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,single,wo_rf,real,,atp,0.1,0.66,8.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,single,wo_rf,real,,atp,0.5,0.66,2.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,single,wo_rf,real,,atp,1.0,0.62,1.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,single,wo_rf,uniform,0.0,random-s0,0.01,0.0,1.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,single,wo_rf,uniform,0.0,random-s0,0.03,0.0,1.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,single,wo_rf,uniform,0.0,random-s0,0.05,0.08,10.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,single,wo_rf,uniform,0.0,random-s0,0.07,0.3,10.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,single,wo_rf,uniform,0.0,random-s0,0.09,0.3,10.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,single,wo_rf,uniform,0.0,random-s0,0.1,0.32,8.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,single,wo_rf,uniform,0.0,random-s0,0.5,0.52,2.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,single,wo_rf,uniform,0.0,random-s0,1.0,0.62,1.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.01,0.02,4.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.03,0.2,10.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.05,0.46,5.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.07,0.12,4.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.09,0.38,4.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.1,0.56,4.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.5,0.7,2.0
gemma-3-12b-it,verse,from_verse-single_to_prose,single-token,single,wo_rf,layer-matched,0.0,randomlayer-s0,1.0,0.62,1.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,real,,atp,0.01,0.08,10.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,real,,atp,0.03,0.22,8.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,real,,atp,0.05,0.34,8.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,real,,atp,0.07,0.5,10.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,real,,atp,0.09,0.8,10.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,real,,atp,0.1,0.88,10.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,real,,atp,0.5,1.0,4.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,real,,atp,1.0,0.98,2.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,uniform,0.0,random-s0,0.01,0.0,1.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,uniform,0.0,random-s0,0.03,0.0,1.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,uniform,0.0,random-s0,0.05,0.0,1.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,uniform,0.0,random-s0,0.07,0.0,1.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,uniform,0.0,random-s0,0.09,0.08,10.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,uniform,0.0,random-s0,0.1,0.12,10.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,uniform,0.0,random-s0,0.5,0.98,8.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,uniform,0.0,random-s0,1.0,0.96,2.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,layer-matched,0.0,randomlayer-s0,0.01,0.04,6.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,layer-matched,0.0,randomlayer-s0,0.03,0.08,5.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,layer-matched,0.0,randomlayer-s0,0.05,0.2,10.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,layer-matched,0.0,randomlayer-s0,0.07,0.66,10.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,layer-matched,0.0,randomlayer-s0,0.09,0.82,8.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,layer-matched,0.0,randomlayer-s0,0.1,0.94,8.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,layer-matched,0.0,randomlayer-s0,0.5,0.98,8.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,layer-matched,0.0,randomlayer-s0,1.0,0.96,2.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,real,,atp,0.01,0.18,10.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,real,,atp,0.03,0.58,6.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,real,,atp,0.05,0.44,5.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,real,,atp,0.07,0.5,5.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,real,,atp,0.09,0.4,4.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,real,,atp,0.1,0.54,4.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,real,,atp,0.5,0.54,1.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,real,,atp,1.0,0.74,1.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,uniform,0.0,random-s0,0.01,0.12,2.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,uniform,0.0,random-s0,0.03,0.24,4.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,uniform,0.0,random-s0,0.05,0.2,6.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,uniform,0.0,random-s0,0.07,0.26,8.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,uniform,0.0,random-s0,0.09,0.48,5.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,uniform,0.0,random-s0,0.1,0.48,6.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,uniform,0.0,random-s0,0.5,0.78,2.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,uniform,0.0,random-s0,1.0,0.72,1.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.01,0.26,10.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.03,0.44,5.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.05,0.72,5.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.07,0.68,4.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.09,0.44,2.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.1,0.54,2.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.5,0.68,1.0
gemma-3-12b-it,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,layer-matched,0.0,randomlayer-s0,1.0,0.72,1.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,real,,atp,0.01,0.06,10.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,real,,atp,0.03,0.22,10.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,real,,atp,0.05,0.22,8.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,real,,atp,0.07,0.36,8.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,real,,atp,0.09,0.68,10.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,real,,atp,0.1,0.62,8.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,real,,atp,0.5,0.96,4.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,real,,atp,1.0,0.98,2.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,uniform,0.0,random-s0,0.01,0.0,1.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,uniform,0.0,random-s0,0.03,0.0,1.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,uniform,0.0,random-s0,0.05,0.0,1.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,uniform,0.0,random-s0,0.07,0.0,1.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,uniform,0.0,random-s0,0.09,0.08,10.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,uniform,0.0,random-s0,0.1,0.12,10.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,uniform,0.0,random-s0,0.5,0.98,8.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,uniform,0.0,random-s0,1.0,0.96,2.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,layer-matched,0.0,randomlayer-s0,0.01,0.0,1.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,layer-matched,0.0,randomlayer-s0,0.03,0.02,2.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,layer-matched,0.0,randomlayer-s0,0.05,0.06,8.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,layer-matched,0.0,randomlayer-s0,0.07,0.14,10.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,layer-matched,0.0,randomlayer-s0,0.09,0.26,10.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,layer-matched,0.0,randomlayer-s0,0.1,0.4,10.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,layer-matched,0.0,randomlayer-s0,0.5,0.86,10.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,layer-matched,0.0,randomlayer-s0,1.0,0.96,2.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,real,,atp,0.01,0.36,10.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,real,,atp,0.03,0.62,8.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,real,,atp,0.05,0.46,5.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,real,,atp,0.07,0.64,5.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,real,,atp,0.09,0.62,4.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,real,,atp,0.1,0.58,4.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,real,,atp,0.5,0.66,2.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,real,,atp,1.0,0.74,1.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,uniform,0.0,random-s0,0.01,0.12,2.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,uniform,0.0,random-s0,0.03,0.24,4.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,uniform,0.0,random-s0,0.05,0.2,6.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,uniform,0.0,random-s0,0.07,0.26,8.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,uniform,0.0,random-s0,0.09,0.48,5.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,uniform,0.0,random-s0,0.1,0.48,6.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,uniform,0.0,random-s0,0.5,0.78,2.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,uniform,0.0,random-s0,1.0,0.72,1.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.01,0.36,8.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.03,0.54,10.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.05,0.78,6.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.07,0.7,8.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.09,0.66,5.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.1,0.72,4.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.5,0.64,2.0
gemma-3-12b-it,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,layer-matched,0.0,randomlayer-s0,1.0,0.72,1.0
