model_id,task,method,ablation,eval_variant,steer_variant,rf_mode,topk,max_accuracy,best_steering_factor
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.01,0.06,10.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.03,0.42,10.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.05,0.84,10.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.07,0.94,8.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.09,0.98,4.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.1,0.82,4.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.5,0.96,5.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,1.0,0.92,5.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.01,0.04,10.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.03,0.04,8.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.05,0.06,10.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.07,0.1,10.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.09,0.08,10.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.1,0.06,10.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.5,0.92,10.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,1.0,1.0,4.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.01,0.34,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.03,0.86,6.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.05,0.9,5.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.07,0.92,4.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.09,0.88,4.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.1,0.88,4.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.5,0.0,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,1.0,0.64,6.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.01,0.62,8.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.03,0.44,2.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.05,0.52,2.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.07,0.5,1.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.09,0.5,1.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.1,0.58,1.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.5,0.28,1.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,1.0,0.22,1.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,single,long,wo_rf,0.01,0.32,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,single,long,wo_rf,0.03,0.7,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,single,long,wo_rf,0.05,0.88,6.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,single,long,wo_rf,0.07,0.88,5.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,single,long,wo_rf,0.09,0.78,4.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,single,long,wo_rf,0.1,0.68,2.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,single,long,wo_rf,0.5,0.0,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,single,long,wo_rf,1.0,0.0,10.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,single,long,wo_rf,0.01,0.48,6.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,single,long,wo_rf,0.03,0.56,2.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,single,long,wo_rf,0.05,0.54,2.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,single,long,wo_rf,0.07,0.52,1.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,single,long,wo_rf,0.09,0.62,1.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,single,long,wo_rf,0.1,0.72,1.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,single,long,wo_rf,0.5,0.56,1.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,single,long,wo_rf,1.0,0.4,1.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.01,0.02,8.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.03,0.02,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.05,0.06,8.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.07,0.08,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.09,0.12,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.1,0.16,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.5,0.2,1.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,1.0,0.0,10.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.01,0.02,4.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.03,0.04,10.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.05,0.02,10.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.07,0.06,2.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.09,0.02,10.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.1,0.02,2.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.5,0.4,5.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,1.0,0.08,5.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.01,0.02,8.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.03,0.02,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.05,0.06,8.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.07,0.1,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.09,0.22,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.1,0.26,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.5,1.0,2.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,1.0,0.22,4.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.01,0.02,4.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.03,0.04,10.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.05,0.02,10.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.07,0.06,2.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.09,0.04,10.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.1,0.02,10.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.5,0.66,10.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,1.0,0.8,8.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.01,0.06,8.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.03,0.14,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.05,0.58,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.07,0.76,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.09,0.58,8.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.1,0.54,8.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.5,0.18,1.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,1.0,0.0,10.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.01,0.02,8.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.03,0.02,6.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.05,0.0,10.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.07,0.04,10.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.09,0.04,8.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.1,0.06,5.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.5,0.62,6.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,1.0,0.66,4.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.01,0.08,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.03,0.14,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.05,0.58,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.07,0.8,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.09,0.72,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.1,0.82,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.5,1.0,1.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,1.0,0.94,5.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.01,0.02,8.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.03,0.02,6.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.05,0.0,10.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.07,0.06,10.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.09,0.04,10.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.1,0.06,5.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.5,0.86,6.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,1.0,0.98,6.0
